photon_frequency_tab,final_reflection_tab
29.845130209103033,0.508104374260527
30.002209841782523,0.5597918578878601
30.159289474462014,0.615951904164907
30.3163691071415,0.675839119659998
30.47344873982099,0.7380529304987642
30.630528372500482,0.8003845900064592
30.787608005179973,0.8597599407245563
30.944687637859463,0.9123693047266916
31.10176727053895,0.9540580226141094
31.25884690321844,0.9809725760680468
31.41592653589793,0.990329013326858
31.57300616857742,0.981058002460758
31.730085801256912,0.9540744696712116
31.8871654339364,0.9120561306184006
32.04424506661589,0.8588243024872656
32.201324699295384,0.7985711952949138
32.35840433197487,0.735188183640041
32.51548396465436,0.6718443940644319
32.67256359733385,0.610833140447512
32.82964323001334,0.5536171382078396
32.98672286269283,0.500979367063929
