photon_frequency_tab,final_reflection_tab
28.274333882308138,0.22935684978581844
28.723132832820966,0.288316325065024
29.171931783333793,0.36851760127130784
29.62073073384662,0.47698615467513905
30.06952968435945,0.618079942005585
30.518328634872276,0.7825175396308907
30.9671275853851,0.9298545567071413
31.41592653589793,0.9917316549977002
31.864725486410755,0.9298545567071439
32.313524436923586,0.7825175396308893
32.76232338743641,0.6180799420055919
33.21112233794924,0.4769861546751372
33.659921288462066,0.3685176012713041
34.1087202389749,0.2883163250650242
34.55751918948772,0.22935684978582047
