photon_frequency_tab,final_reflection_tab
28.274333882308138,0.2056431846878349
28.723132832820966,0.2589954172905077
29.171931783333793,0.33352838681175323
29.62073073384662,0.437806176735266
30.06952968435945,0.579536986025633
30.518328634872276,0.7537718173937569
30.9671275853851,0.9185474297142528
31.41592653589793,0.990272770046824
31.864725486410755,0.9185566748448586
32.313524436923586,0.7537843897487206
32.76232338743641,0.5795482207251662
33.21112233794924,0.43781475774324485
33.659921288462066,0.3335346150060918
34.1087202389749,0.2589999156713166
34.55751918948772,0.2056464810182475
